date,car_num,station_loca,check_time,how_much
2017-12-01,YQ-1551,15,00:12,29.43956563
2017-12-01,HD-1551,23,23:57,38.04902923
2017-12-01,SM-4682,25,07:15,22.74113502
2017-12-01,BB-8300,12,21:37,36.44303144
2017-12-01,GN-8185,54,00:56,24.99674724
2017-12-01,RC-4649,39,21:10,38.39102093
2017-12-01,RM-9585,7,22:28,30.71168234
2017-12-01,JT-3552,45,15:18,32.42123386
2017-12-01,UR-4631,45,00:06,30.54757894
2017-12-01,OS-4410,55,10:41,25.29049714
2017-12-01,ZU-6181,18,12:12,34.3779766
2017-12-01,FN-1472,43,02:29,31.51836282
2017-12-01,MH-9452,6,11:09,25.19596221
2017-12-01,TZ-1908,9,08:46,31.81334357
2017-12-01,CE-1538,7,07:21,28.14260891
2017-12-01,VG-4464,53,03:55,32.71106537
2017-12-01,RR-2643,11,08:36,27.14745057
2017-12-01,RT-9107,8,11:30,28.28292958
2017-12-01,LL-3665,28,04:58,34.32042581
2017-12-01,WM-5817,21,17:56,32.43618924
2017-12-01,MF-3406,11,19:51,27.93856008
2017-12-01,AV-6748,45,09:28,27.88002223
2017-12-01,OG-2178,52,19:31,33.06819758
2017-12-01,KM-4491,39,21:17,30.71472966
2017-12-01,OZ-4781,56,16:25,32.427828
2017-12-01,YO-6029,22,22:37,37.10814254
2017-12-01,UX-6793,19,15:57,26.11237251
2017-12-01,RR-2091,11,13:02,25.74892278
2017-12-01,ZI-4172,15,23:51,36.02684116
2017-12-01,CR-6041,4,09:05,33.11676713
2017-12-01,DG-7575,46,14:21,25.85089357
2017-12-01,MV-6860,38,15:41,27.24700168
2017-12-01,SY-5321,18,23:05,30.36219304
2017-12-01,LW-9097,46,10:11,31.340522
2017-12-01,SO-2487,47,08:20,30.49576101
2017-12-01,VH-3978,17,14:28,29.63326549
2017-12-01,XK-9074,24,19:37,33.49271435
2017-12-01,LZ-8234,31,19:55,33.44264106
2017-12-01,SD-8375,52,16:57,38.90039767
2017-12-01,HP-8007,15,12:55,30.19323711
2017-12-01,VZ-7190,26,16:45,32.8872273
2017-12-01,IG-2486,49,11:46,30.17395124
2017-12-01,KW-4712,40,22:30,29.56399183
2017-12-01,VS-6789,31,07:31,30.80096789
2017-12-01,VT-4078,31,10:22,28.32057868
2017-12-01,VS-2471,26,21:16,31.4484208
2017-12-01,BH-5065,24,18:39,23.74691306
2017-12-01,NJ-6902,1,11:47,32.13417734
2017-12-01,LU-4116,54,19:14,28.19629022
2017-12-01,ZG-4370,13,03:23,26.50691588
2017-12-01,BO-8734,32,11:47,28.97202736
2017-12-01,TE-9766,12,01:47,27.82968205
2017-12-01,GU-8844,3,05:24,31.61425216
2017-12-01,QQ-7657,34,23:56,33.15612897
2017-12-01,JR-6643,57,00:47,33.70434455
2017-12-01,SC-6839,7,20:52,31.20216217
2017-12-01,UB-7886,47,16:36,33.014513
2017-12-01,QG-6295,52,09:50,29.23540831
2017-12-01,YB-2307,56,14:55,30.21593759
2017-12-01,QS-1310,1,17:34,33.23830875
2017-12-01,TZ-4297,8,23:33,31.85241112
2017-12-01,UI-6496,44,13:55,30.02699877
2017-12-01,PO-5734,46,06:34,26.32635446
2017-12-01,VX-6762,40,23:12,37.95621941
2017-12-01,JR-1657,6,16:49,39.44051767
2017-12-01,JX-5610,26,21:38,28.4902657
2017-12-01,GE-8464,3,23:30,21.03897859
2017-12-01,VC-3158,18,12:42,32.0019853
2017-12-01,AK-1359,3,15:23,36.17395918
2017-12-01,WV-8933,26,03:14,31.26469494
2017-12-01,YV-8819,40,07:56,31.74869389
2017-12-01,JD-8922,7,22:18,34.19563908
2017-12-01,UY-6228,2,20:31,29.97923
2017-12-01,LX-5737,35,17:41,31.58743348
2017-12-01,MB-1729,21,05:22,35.52069668
2017-12-01,LN-7553,45,04:33,31.01643808
2017-12-01,YK-9709,35,11:07,33.06705204
2017-12-01,AQ-2084,32,07:49,32.04985561
2017-12-01,OY-3490,41,11:48,25.20881315
2017-12-01,NR-1222,42,20:28,31.48237788
2017-12-01,BH-6453,50,08:01,24.20435983
2017-12-01,IJ-3315,1,11:51,26.29355389
2017-12-01,YW-9945,13,15:37,23.1327741
2017-12-01,WG-7065,21,18:37,32.87444486
2017-12-01,ZF-3026,57,02:27,30.44076782
2017-12-01,FZ-3134,42,04:30,30.79030156
2017-12-01,OW-7275,37,07:07,25.02922857
2017-12-01,NA-2666,29,23:51,30.66387882
2017-12-01,XR-8634,8,07:25,27.65306378
2017-12-01,ZR-8407,15,04:15,24.776258
2017-12-01,GY-5857,54,15:57,21.45768675
2017-12-01,QW-7679,39,03:54,35.42148403
2017-12-01,TB-6647,53,05:51,30.94089506
2017-12-01,DI-9682,10,08:35,22.24776253
2017-12-01,MF-9140,36,09:22,28.47567744
2017-12-01,DC-8843,32,19:15,31.98686425
2017-12-01,II-2067,49,20:29,23.87607993
2017-12-01,OD-5581,13,11:16,40.41086893
2017-12-01,IZ-5835,25,21:10,29.63718677
2017-12-01,XU-2145,48,01:39,25.98241578
2017-12-01,IU-8886,55,11:47,32.84389177
2017-12-01,YX-7202,27,14:29,22.96101757
2017-12-01,KS-1327,36,16:23,30.89329199
2017-12-01,DR-3701,23,17:28,32.34818094
2017-12-01,JD-9609,39,06:52,35.93053599
2017-12-01,TY-5508,23,18:21,25.64731221
2017-12-01,NY-8288,48,17:14,35.58507221
2017-12-01,LY-7641,6,01:10,36.39611268
2017-12-01,PG-4372,13,11:03,29.29464213
2017-12-01,SH-7206,34,06:24,30.34997549
2017-12-01,XN-5173,50,00:32,37.2796041
2017-12-01,DX-3885,1,15:11,34.01174146
2017-12-01,DZ-7345,32,14:10,33.63274892
2017-12-01,FS-6249,25,07:33,31.11343051
2017-12-01,PV-3862,31,17:32,31.23469495
2017-12-01,SX-5483,15,20:01,29.59204936
2017-12-01,MF-2717,39,12:50,31.01263058
2017-12-01,BS-9468,47,22:29,27.78025419
2017-12-01,SQ-4233,47,17:33,29.17924123
2017-12-01,KL-9176,50,07:22,29.2434301
2017-12-01,OB-7635,4,08:14,23.76334953
2017-12-01,QK-9247,9,10:06,32.33479922
2017-12-01,QH-3840,52,17:00,29.68704751
2017-12-01,JW-6538,50,06:18,29.38115921
2017-12-01,FZ-6193,55,18:45,38.49463733
2017-12-01,DC-7272,15,11:42,34.79546741
2017-12-01,AL-3007,1,09:08,39.86208259
2017-12-01,UZ-5285,12,07:10,32.97358034
2017-12-01,ZJ-7320,20,15:47,30.30514201
2017-12-01,XY-7330,15,22:23,30.3439555
2017-12-01,NF-6197,13,16:25,29.45539626
2017-12-01,TO-9831,35,12:44,27.01569574
2017-12-01,XB-9648,53,11:16,30.31483541
2017-12-01,NK-4493,54,03:03,31.57242657
2017-12-01,OK-5603,52,09:33,28.01807157
2017-12-01,YT-5856,38,06:42,30.42338249
2017-12-01,RF-4735,45,09:45,33.04734059
2017-12-01,GV-4301,30,23:59,27.12862952
2017-12-01,ML-3403,23,15:54,26.55994171
2017-12-01,NS-6360,5,11:35,38.41163119
2017-12-01,UR-2333,38,13:42,28.97348286
2017-12-01,CS-9450,56,06:20,24.07251052
2017-12-01,AJ-2134,49,13:56,34.41562036
2017-12-01,LH-8866,47,17:03,24.88884185
2017-12-01,FK-1518,30,04:08,31.0087671
2017-12-01,FZ-8610,55,03:39,28.84473385
2017-12-01,YU-1169,7,01:24,24.51188353
2017-12-01,KR-1767,17,10:36,28.40255277
2017-12-01,WV-6647,18,04:05,28.16050606
2017-12-01,XS-5745,52,10:25,30.31929859
2017-12-01,GW-2150,50,23:34,32.20382538
2017-12-01,DR-5478,19,08:33,30.2610526
2017-12-01,ZY-8109,56,11:34,28.05038418
2017-12-01,TR-8748,4,12:02,35.03829941
2017-12-01,IR-9242,26,00:35,35.71563136
2017-12-01,FA-6888,38,19:10,29.87936127
2017-12-01,CW-5573,13,17:22,30.08864879
2017-12-01,VS-5001,39,14:58,24.50809098
2017-12-01,JX-8224,15,01:13,34.27848701
2017-12-01,AT-8856,23,22:51,33.00513745
2017-12-01,XV-9979,12,09:30,34.40570978
2017-12-01,IO-6046,38,23:25,27.33968398
2017-12-01,BD-9515,40,13:49,24.83104619
2017-12-01,GX-2586,39,07:08,27.05214924
2017-12-01,XD-9598,24,08:21,31.78813859
2017-12-01,KY-1693,39,17:00,29.30322691
2017-12-01,TR-1108,17,09:59,32.47538274
2017-12-01,LW-1636,36,23:48,30.24518328
2017-12-01,GW-6046,13,11:25,34.19223648
2017-12-01,AK-1902,14,11:47,26.95833626
2017-12-01,FN-9006,20,20:49,29.54064176
2017-12-01,LJ-9297,50,15:39,29.49421476
2017-12-01,KL-5687,40,02:02,27.80629571
2017-12-01,PS-2019,53,00:57,30.8624075
2017-12-01,ZF-3103,30,14:18,31.0834818
2017-12-01,IO-5423,50,18:05,25.00200304
2017-12-01,DA-4430,46,23:17,35.52823579
2017-12-01,LI-1957,10,02:45,31.77098426
2017-12-01,ZD-5128,10,03:04,32.09343376
2017-12-01,LA-1576,28,16:12,32.45103115
2017-12-01,IU-3614,9,17:01,26.00003942
2017-12-01,PF-3008,53,02:08,27.56313733
2017-12-01,EL-4036,34,01:00,25.28269401
2017-12-01,KL-8434,20,22:11,28.9307325
2017-12-01,RA-8091,37,19:32,29.2954868
2017-12-01,LW-3741,10,13:16,28.14280363
2017-12-01,XF-4832,23,13:27,27.75374612
2017-12-01,OM-3247,16,23:56,28.25937976
2017-12-01,SC-6626,18,05:44,20.82011704
2017-12-01,WZ-6879,13,07:25,31.02033199
2017-12-01,VI-1341,50,00:11,29.69210253
2017-12-01,VB-5458,37,04:33,31.39888514
2017-12-01,BW-6063,1,05:06,31.25692901
2017-12-01,GD-4655,10,17:09,34.50729054
2017-12-01,YL-4551,47,15:18,33.27135865
2017-12-01,TS-9698,35,01:46,36.39807304
2017-12-01,CF-4713,46,04:50,33.08147949
2017-12-01,PF-6819,15,22:02,23.42532142
2017-12-01,GR-5748,5,22:39,26.92865869
2017-12-01,IY-5128,53,08:53,23.01334312
2017-12-01,EM-4931,55,04:51,29.93504482
2017-12-01,EK-9101,3,10:20,30.32693572
2017-12-01,QX-1007,8,09:16,33.83057895
2017-12-01,TW-1535,52,15:42,31.08644372
2017-12-01,FL-9965,24,22:04,27.23216897
2017-12-01,LT-5886,26,02:01,32.13829569
2017-12-01,FN-7178,7,16:50,36.83349328
2017-12-01,GN-5971,40,09:03,32.83843706
2017-12-01,SG-4540,5,09:04,29.32641285
2017-12-01,QM-2692,21,07:28,28.36049793
2017-12-01,ET-9677,9,01:06,34.44389039
2017-12-01,RE-3136,56,02:13,33.38046095
2017-12-01,OW-4662,30,00:38,27.96051398
2017-12-01,IO-9626,52,23:29,25.88171844
2017-12-01,TO-5438,39,15:52,33.99879437
2017-12-01,HJ-2290,56,20:57,36.29752949
2017-12-01,YD-4156,37,09:51,36.03204535
2017-12-01,TN-3362,49,20:26,33.32427917
2017-12-01,PY-3858,43,05:11,36.94750515
2017-12-01,JU-7575,58,17:31,39.62563667
2017-12-01,GN-2318,46,14:25,28.29491554
2017-12-01,CZ-1276,41,23:04,35.56221113
2017-12-01,SH-7147,21,22:17,24.55136656
2017-12-01,UU-5630,13,10:00,28.45756459
2017-12-01,XV-5228,10,18:07,27.54879079
2017-12-01,IS-6604,15,08:47,30.15705965
2017-12-01,QZ-5058,1,07:17,27.67915482
2017-12-01,LI-7141,56,07:07,35.4839254
2017-12-01,RS-4285,15,15:28,30.96703073
2017-12-01,ME-7328,18,20:34,25.17351446
2017-12-01,RA-1249,15,22:07,29.21841503
2017-12-01,WF-4486,28,16:36,32.39543734
2017-12-01,OH-1275,29,12:16,29.1661173
2017-12-01,FF-4309,25,22:12,34.87349735
2017-12-01,AN-2788,10,04:11,29.38181419
2017-12-01,SW-9291,52,10:23,27.26682825
2017-12-01,CE-8321,42,17:23,33.16123071
2017-12-01,DQ-2218,32,08:12,36.07038451
2017-12-01,UL-6143,23,14:44,25.22838617
2017-12-01,NC-2695,40,17:34,29.75137709
2017-12-01,BN-4281,3,01:08,28.5821783
2017-12-01,VG-4519,39,09:21,27.51719539
2017-12-01,JB-4678,40,01:33,31.27927934
2017-12-01,EI-4531,2,04:33,28.88013455
2017-12-01,EP-7217,53,18:20,32.81796867
2017-12-01,CC-4287,57,08:24,34.04507939
2017-12-01,XI-9477,46,17:57,34.99099431
2017-12-01,NB-6698,36,02:48,29.88106227
2017-12-01,OY-5234,33,08:49,28.89807909
2017-12-01,XG-4424,51,22:26,36.92355313
2017-12-01,NL-9575,19,22:03,29.77361836
2017-12-01,PG-9068,36,16:00,32.36824839
2017-12-01,NQ-2586,8,02:34,27.99072956
2017-12-01,IV-2579,38,16:23,30.72482032
2017-12-01,SZ-9063,47,01:01,31.75511708
2017-12-01,JP-6206,37,09:38,23.72380627
2017-12-01,UE-3484,28,14:32,23.77305965
2017-12-01,WF-2765,38,12:06,23.0782351
2017-12-01,IO-8814,2,01:59,34.82001793
2017-12-01,FW-6084,33,21:44,23.13251651
2017-12-01,DC-3773,19,06:21,29.63231477
2017-12-01,KA-9880,22,15:21,31.94340988
2017-12-01,UI-9970,55,21:05,32.53400211
2017-12-01,VD-9489,49,19:26,34.40212662
2017-12-01,UQ-7037,3,08:52,30.66047812
2017-12-01,RT-4422,3,11:15,24.83939669
2017-12-01,WR-6046,1,10:12,21.32761111
2017-12-01,WY-3438,55,18:05,30.48368288
2017-12-01,CL-9457,25,17:55,28.45724545
2017-12-01,KE-9803,8,03:51,32.8088741
2017-12-01,HP-1009,14,14:27,23.35737481
2017-12-01,MM-1575,19,14:07,27.3198738
2017-12-01,MY-7702,25,07:20,32.57978925
2017-12-01,IK-7710,3,04:38,28.52997292
2017-12-01,KS-6233,58,20:30,25.02412191
2017-12-01,FI-3067,19,12:35,26.69831238
2017-12-01,ON-9594,25,04:53,27.52917575
2017-12-01,US-9515,17,01:22,33.08886964
2017-12-01,CP-6402,17,23:30,31.6191788
2017-12-01,HN-8706,21,03:10,26.71634781
2017-12-01,OA-5476,37,01:06,25.18980887
2017-12-01,OT-9292,25,22:22,27.47878243
2017-12-01,JR-4684,37,16:51,36.33775862
2017-12-01,OW-2836,38,15:22,26.11552015
2017-12-01,PJ-8423,26,21:40,29.13289542
2017-12-01,UZ-4131,34,12:00,26.2526654
2017-12-01,EP-1989,38,11:27,25.70883021
2017-12-01,XB-4800,15,01:17,23.60921356
2017-12-01,GW-4439,47,16:05,33.46517339
2017-12-01,OM-5902,53,16:58,31.19662596
2017-12-01,JJ-1299,53,00:48,29.20248373
2017-12-01,YX-8043,11,00:55,33.5376816
2017-12-01,IC-3866,1,00:51,22.32105847
2017-12-01,PC-8795,29,04:12,30.64002254
2017-12-01,TZ-8438,55,12:51,30.90650358
2017-12-01,YM-9720,20,10:38,23.76529111
2017-12-01,SH-7308,32,07:56,27.88408334
2017-12-01,EY-1809,51,00:19,31.97444291
2017-12-01,NR-9482,42,10:20,30.53515523
2017-12-01,ME-3052,41,04:50,29.83539151
2017-12-01,TY-7308,57,00:22,34.96220776
2017-12-01,QJ-5248,6,14:10,42.24535688
2017-12-01,TJ-3588,9,21:40,27.93238066
2017-12-01,WG-8961,2,11:16,30.07540801
2017-12-01,NM-6441,31,19:02,35.02087321
2017-12-01,NS-5821,51,12:18,32.56210952
2017-12-01,KQ-2250,25,13:09,25.89233092
2017-12-01,EW-9534,31,16:09,27.08454871
2017-12-01,JR-1270,56,01:39,36.6910067
2017-12-01,DF-9605,55,08:02,32.76760844
2017-12-01,TV-9260,49,06:17,31.48726384
2017-12-01,RX-7144,16,14:54,36.59178553
2017-12-01,TL-2200,38,10:08,29.35478636
2017-12-01,DI-3685,58,18:32,32.35076733
2017-12-01,WQ-2622,15,22:23,32.59368754
2017-12-01,AH-2259,52,04:24,24.65618382
2017-12-01,TQ-7925,33,05:33,28.49273781
2017-12-01,UQ-1330,37,01:34,26.95973271
2017-12-01,OD-7631,44,03:26,38.80619166
2017-12-01,WN-4875,40,12:57,15.09571596
2017-12-01,TM-4302,11,06:30,36.07035149
2017-12-01,CB-8845,45,08:17,31.9000571
2017-12-01,IA-5601,37,18:25,26.96270973
2017-12-01,BP-9965,12,22:50,27.96969802
2017-12-01,KI-3751,14,18:25,33.11802146
2017-12-01,XT-3498,43,22:02,29.28476726
2017-12-01,XU-5975,24,14:21,33.57438947
2017-12-01,FE-2200,20,02:43,30.78380108
2017-12-01,OI-4685,30,01:44,27.23148306
2017-12-01,KN-6868,41,07:18,28.5861495
2017-12-01,QX-9707,44,20:53,29.27158255
2017-12-01,JI-2355,30,06:12,31.19336282
2017-12-01,PH-5525,27,17:15,26.98818506
2017-12-01,TE-2502,36,17:23,26.92284493
2017-12-01,QV-1340,11,16:21,39.56250061
2017-12-01,ET-3569,54,02:07,29.58041386
2017-12-01,UV-9838,15,12:04,27.14882922
2017-12-01,KK-3685,8,04:45,33.05997386
2017-12-01,MT-9534,1,12:10,29.35035073
2017-12-01,XI-1299,49,12:09,30.88398058
2017-12-01,SQ-5781,5,21:11,29.8949181
2017-12-01,CE-9568,8,14:18,33.43003762
2017-12-01,OH-4447,25,05:16,31.12264835
2017-12-01,BP-4784,24,08:00,23.28355785
2017-12-01,HG-9431,54,13:02,30.19601608
2017-12-01,FD-4867,45,10:48,25.8728077
2017-12-01,MZ-3203,41,16:33,31.86377881
2017-12-01,AQ-9128,17,10:06,25.47711381
2017-12-01,ED-8935,50,19:24,39.26321307
2017-12-01,VE-9788,37,07:40,28.87984943
2017-12-01,QY-3810,23,16:19,30.75900929
2017-12-01,VZ-1498,58,11:44,32.70558449
2017-12-01,VY-1485,36,02:03,28.16845852
2017-12-01,MA-4912,19,19:49,28.01083205
2017-12-01,MF-9840,3,07:22,18.8074769
2017-12-01,FK-8228,4,12:25,30.17829614
2017-12-01,XJ-2674,18,22:13,25.56171397
2017-12-01,UT-7314,47,15:45,37.22116705
2017-12-01,YU-5571,40,10:14,21.65590442
2017-12-01,QW-2865,48,03:13,33.37024783
2017-12-01,FV-4423,41,14:43,28.22852612
2017-12-01,UX-6449,38,13:55,29.1079094
2017-12-01,SD-6835,31,06:29,33.80128211
2017-12-01,IC-4839,38,02:06,32.14774404
2017-12-01,WA-9605,47,07:41,24.75700366
2017-12-01,HN-2669,33,23:33,29.07462596
2017-12-01,OU-1855,6,04:53,26.04785494
2017-12-01,MS-3060,25,18:59,35.42095158
2017-12-01,HQ-5367,2,15:15,35.06441263
2017-12-01,DH-9775,18,21:21,35.96562499
2017-12-01,QD-8623,32,03:29,34.19622343
2017-12-01,NZ-5013,58,06:18,27.60010165
2017-12-01,RH-7427,11,13:01,31.71124099
2017-12-01,UQ-6067,33,00:04,28.82977104
2017-12-01,DY-3312,34,03:25,20.88844481
2017-12-01,WX-3803,47,02:14,33.14212501
2017-12-01,OV-3827,18,22:14,24.87234474
2017-12-01,RR-8374,11,19:25,27.52946229
2017-12-01,VC-7318,8,10:06,28.96766411
2017-12-01,US-7870,12,14:44,25.47754496
2017-12-01,RG-4512,4,14:02,32.00151736
2017-12-01,MU-4151,37,17:16,34.61073339
2017-12-01,BE-4324,25,08:45,27.64524345
2017-12-01,MN-1418,2,13:58,25.38121299
2017-12-01,GP-3650,42,19:26,29.01585079
2017-12-01,UG-5023,15,00:27,24.94189694
2017-12-01,CV-3640,38,06:38,30.15259275
2017-12-01,OY-7051,52,04:15,36.21411622
2017-12-01,CT-6438,43,19:18,32.37180969
2017-12-01,SW-8782,6,11:04,34.81720326
2017-12-01,BP-5884,45,05:15,26.87544753
2017-12-01,RM-5175,34,22:43,34.06767032
2017-12-01,OZ-5173,46,04:36,29.27371909
2017-12-01,KB-3221,28,08:06,29.06379615
2017-12-01,UG-3969,31,12:13,26.35427951
2017-12-01,EJ-1646,11,01:51,32.6620021
2017-12-01,SB-9236,37,22:22,33.05843742
2017-12-01,UI-1964,58,06:53,32.19576172
2017-12-01,EK-1502,46,17:21,32.41408045
2017-12-01,XQ-2118,39,21:15,30.24595044
2017-12-01,WY-2853,52,19:42,28.94986691
2017-12-01,LX-6265,46,08:26,25.42379208
2017-12-01,GG-6633,42,01:13,32.77540719
2017-12-01,FR-4395,56,15:15,23.7788634
2017-12-01,FC-4532,11,07:13,36.9713327
2017-12-01,SD-3717,52,01:06,24.05097187
2017-12-01,XC-7764,36,21:00,35.74663416
2017-12-01,FU-9901,58,09:10,32.60240938
2017-12-01,GB-2424,48,11:07,19.34413964
2017-12-01,ZG-8651,10,20:15,25.39071023
2017-12-01,JL-1516,40,12:51,30.93283556
2017-12-01,KR-1434,54,09:49,24.46866267
2017-12-01,SK-5406,10,02:03,26.23878745
2017-12-01,DS-9280,22,01:37,37.75573351
2017-12-01,YH-2135,52,01:38,32.31209077
2017-12-01,YI-4408,47,12:06,31.8070572
2017-12-01,MJ-8607,55,15:48,35.96673736
2017-12-01,PX-4182,12,05:43,31.38013716
2017-12-01,WN-3121,15,22:02,31.71948841
2017-12-01,CJ-9207,57,05:32,31.82552004
2017-12-01,XY-3307,49,18:34,27.57653614
2017-12-01,WW-3503,12,17:59,31.03926687
2017-12-01,SA-4322,38,09:21,30.85242805
2017-12-01,GK-4208,1,23:34,31.73911647
2017-12-01,YN-4414,23,10:52,32.46817177
2017-12-01,DN-3854,39,15:04,29.23525111
2017-12-01,OG-3909,23,21:31,31.7244466
2017-12-01,GI-6155,2,08:49,28.87919911
2017-12-01,DJ-5057,54,20:43,30.27662158
2017-12-01,RY-7218,8,08:46,33.47733271
2017-12-01,TE-4219,8,11:46,37.11654699
2017-12-01,YJ-9473,41,22:49,30.10329981
2017-12-01,MK-3755,45,11:44,29.18149099
2017-12-01,YL-6501,50,19:09,27.06418275
2017-12-01,TP-8794,24,20:32,31.20634891
2017-12-01,NG-2922,57,12:45,24.99625324
2017-12-01,NJ-3010,17,19:13,26.63502243
2017-12-01,BF-5327,14,06:49,30.82051272
2017-12-01,GY-4227,35,01:31,28.25912595
2017-12-01,OV-8664,36,06:51,30.70820895
2017-12-01,RZ-6383,11,05:42,31.26987803
2017-12-01,YX-2358,3,21:49,25.71014155
2017-12-01,WO-7642,9,18:03,32.83175235
2017-12-01,YF-7846,49,12:27,33.30225965
2017-12-01,YR-7269,39,06:04,26.10251472
2017-12-01,BY-7669,1,09:15,29.41945747
2017-12-01,GJ-2704,17,10:58,30.00161046
2017-12-01,HV-4031,19,09:40,27.09495119
2017-12-01,RD-3453,1,16:26,31.35918518
2017-12-01,AN-8260,15,14:04,29.85969181
2017-12-01,WS-4983,18,03:43,36.14315482
2017-12-01,RY-4824,47,03:16,34.57469798
2017-12-01,EX-7499,27,18:47,28.1188248
2017-12-01,ZD-5654,1,04:31,30.70457832
2017-12-01,XT-1224,27,13:20,29.29866708
2017-12-01,TD-9089,8,02:08,28.16490742
2017-12-01,QC-9221,20,08:03,33.95482814
2017-12-01,AJ-4033,40,12:15,31.64547698
2017-12-01,PY-5317,11,21:50,35.71602209
2017-12-01,VY-9553,29,10:01,29.53169303
2017-12-01,YK-7977,12,16:31,30.21855607
2017-12-01,HF-2249,26,15:22,26.08606352
2017-12-01,UV-8435,54,23:08,27.88674542
2017-12-01,GL-7259,43,08:32,29.18256733
2017-12-01,GK-8057,11,00:41,28.05459382
2017-12-01,UR-4681,46,03:18,30.99913618
2017-12-01,BJ-4621,44,17:49,33.44814492
2017-12-01,LY-3784,47,20:54,31.81772925
2017-12-01,OI-7083,16,06:15,22.80873062
2017-12-01,XD-7918,8,03:00,33.35839579
2017-12-01,GG-1855,20,03:38,34.39384789
2017-12-01,BV-8028,6,17:08,32.92224015
2017-12-01,ON-1737,13,01:27,33.22674933
2017-12-01,MQ-1118,47,02:26,28.20883302
2017-12-01,WF-7713,44,13:30,25.41661192
2017-12-01,YJ-8628,1,06:36,34.54827722
2017-12-01,FN-3868,40,12:19,34.17948037
2017-12-01,FM-7400,4,16:37,22.9424769
2017-12-01,ZH-7670,29,13:34,28.48783731
2017-12-01,MO-8547,38,06:01,31.64177563
2017-12-01,FZ-9014,56,22:52,28.99587681
2017-12-01,UF-3275,53,23:12,28.28547857
2017-12-01,FH-9205,47,16:12,30.04027901
2017-12-01,XT-2472,27,01:51,35.49503523
2017-12-01,RW-7844,57,21:03,36.08724337
2017-12-01,CP-2233,24,23:03,23.12433574
2017-12-01,GS-8045,47,00:12,32.20146607
2017-12-01,TC-6327,4,00:01,30.4499677
2017-12-01,GY-5929,54,17:28,28.1926578
